1.8000000000	3.8147300000E-6	-0.0000000000
1.7980000000	3.8147300000E-6	-0.0000000000
1.7960000000	7.6294500000E-6	-0.0000000000
1.7940000000	7.6294500000E-6	-0.0000000000
1.7920000000	7.6294500000E-6	-0.0000000000
1.7900000000	7.6294500000E-6	-0.0000000000
1.7880000000	3.8147300000E-6	-0.0000000000
1.7860000000	0.0000000000	NaN
1.7840000000	3.8147300000E-6	-0.0000000000
1.7820000000	3.8147300000E-6	-0.0000000000
1.7800000000	3.8147300000E-6	-0.0000000000
1.7780000000	3.8147300000E-6	-0.0000000000
1.7760000000	3.8147300000E-6	-0.0000000000
1.7740000000	0.0000000000	NaN
1.7720000000	0.0000000000	NaN
1.7700000000	3.8147300000E-6	90.0000000000
1.7680000000	3.8147300000E-6	90.0000000000
1.7660000000	0.0000000000	NaN
1.7640000000	3.8147300000E-6	-0.0000000000
1.7620000000	3.8147300000E-6	-0.0000000000
1.7600000000	3.8147300000E-6	-0.0000000000
1.7580000000	3.8147300000E-6	-0.0000000000
1.7560000000	3.8147300000E-6	-0.0000000000
1.7540000000	3.8147300000E-6	-0.0000000000
1.7520000000	0.0000000000	NaN
1.7500000000	0.0000000000	NaN
1.7480000000	0.0000000000	NaN
1.7460000000	0.0000000000	NaN
1.7440000000	3.8147300000E-6	0.0000000000
1.7420000000	3.8147300000E-6	0.0000000000
1.7400000000	0.0000000000	NaN
1.7380000000	0.0000000000	NaN
1.7360000000	0.0000000000	NaN
1.7340000000	0.0000000000	NaN
1.7320000000	0.0000000000	NaN
1.7300000000	0.0000000000	NaN
1.7280000000	8.5299866515E-6	26.5650812163
1.7260000000	8.5299866515E-6	26.5650812163
1.7240000000	7.6294500000E-6	0.0000000000
1.7220000000	0.0000000000	NaN
1.7200000000	3.8147300000E-6	-90.0000000000
1.7180000000	3.8147300000E-6	-90.0000000000
1.7160000000	0.0000000000	NaN
1.7140000000	3.8147300000E-6	0.0000000000
1.7120000000	0.0000000000	NaN
1.7100000000	0.0000000000	NaN
1.7080000000	0.0000000000	NaN
1.7060000000	7.6294500000E-6	0.0000000000
1.7040000000	1.1444200000E-5	0.0000000000
1.7020000000	7.6294500000E-6	0.0000000000
1.7000000000	7.6294500000E-6	0.0000000000
1.6980000000	1.1444200000E-5	0.0000000000
1.6960000000	7.6294500000E-6	0.0000000000
1.6940000000	7.6294500000E-6	0.0000000000
1.6920000000	1.1444200000E-5	0.0000000000
1.6900000000	1.1444200000E-5	0.0000000000
1.6880000000	1.1444200000E-5	0.0000000000
1.6860000000	1.1444200000E-5	0.0000000000
1.6840000000	7.6294500000E-6	0.0000000000
1.6820000000	1.1444200000E-5	0.0000000000
1.6800000000	1.1444200000E-5	0.0000000000
1.6780000000	1.5728515320E-5	-14.0362611381
1.6760000000	1.5258900000E-5	0.0000000000
1.6740000000	1.5258900000E-5	0.0000000000
1.6720000000	1.5258900000E-5	0.0000000000
1.6700000000	1.5258900000E-5	0.0000000000
1.6680000000	1.1444200000E-5	0.0000000000
1.6660000000	1.1444200000E-5	0.0000000000
1.6640000000	1.5258900000E-5	0.0000000000
1.6620000000	1.9073600000E-5	0.0000000000
1.6600000000	2.2888300000E-5	0.0000000000
1.6580000000	2.2888300000E-5	0.0000000000
1.6560000000	1.9073600000E-5	0.0000000000
1.6540000000	1.5258900000E-5	0.0000000000
1.6520000000	1.9073600000E-5	0.0000000000
1.6500000000	1.9451333680E-5	-11.3099613580
1.6480000000	2.3204017796E-5	-9.4623546830
1.6460000000	2.3204017796E-5	-9.4623546830
1.6440000000	2.2888300000E-5	0.0000000000
1.6420000000	2.2888300000E-5	0.0000000000
1.6400000000	2.2888300000E-5	0.0000000000
1.6380000000	1.9073600000E-5	0.0000000000
1.6360000000	1.5258900000E-5	0.0000000000
1.6340000000	1.9073600000E-5	0.0000000000
1.6320000000	2.2888300000E-5	0.0000000000
1.6300000000	2.2888300000E-5	0.0000000000
1.6280000000	2.2888300000E-5	0.0000000000
1.6260000000	2.2888300000E-5	0.0000000000
1.6240000000	2.6703000000E-5	0.0000000000
1.6220000000	2.6703000000E-5	0.0000000000
1.6200000000	2.6703000000E-5	0.0000000000
1.6180000000	3.0517800000E-5	0.0000000000
1.6160000000	3.0517800000E-5	0.0000000000
1.6140000000	3.0517800000E-5	0.0000000000
1.6120000000	3.0517800000E-5	0.0000000000
1.6100000000	3.4332500000E-5	0.0000000000
1.6080000000	3.4332500000E-5	0.0000000000
1.6060000000	3.0517800000E-5	0.0000000000
1.6040000000	3.0517800000E-5	0.0000000000
1.6020000000	3.4332500000E-5	0.0000000000
1.6000000000	3.4332500000E-5	0.0000000000
1.5980000000	3.4332500000E-5	0.0000000000
1.5960000000	3.4332500000E-5	0.0000000000
1.5940000000	3.4543779776E-5	-6.3402045676
1.5920000000	3.8337462524E-5	-5.7106080084
1.5900000000	3.8147200000E-5	0.0000000000
1.5880000000	4.2134940567E-5	5.1944449123
1.5860000000	4.1961900000E-5	0.0000000000
1.5840000000	4.1961900000E-5	0.0000000000
1.5820000000	4.1961900000E-5	0.0000000000
1.5800000000	4.1961900000E-5	0.0000000000
1.5780000000	4.1961900000E-5	0.0000000000
1.5760000000	3.8147200000E-5	0.0000000000
1.5740000000	3.8147200000E-5	0.0000000000
1.5720000000	4.2134940567E-5	-5.1944449123
1.5700000000	4.5776600000E-5	0.0000000000
1.5680000000	4.5776600000E-5	0.0000000000
1.5660000000	4.2134940567E-5	-5.1944449123
1.5640000000	4.1961900000E-5	0.0000000000
1.5620000000	4.5776600000E-5	0.0000000000
1.5600000000	4.5776600000E-5	0.0000000000
1.5580000000	4.9591300000E-5	0.0000000000
1.5560000000	4.9591300000E-5	0.0000000000
1.5540000000	4.5776600000E-5	0.0000000000
1.5520000000	4.5776600000E-5	0.0000000000
1.5500000000	4.5776600000E-5	0.0000000000
1.5480000000	4.5776600000E-5	0.0000000000
1.5460000000	4.9591300000E-5	0.0000000000
1.5440000000	4.9591300000E-5	0.0000000000
1.5420000000	5.3406000000E-5	0.0000000000
1.5400000000	4.9591300000E-5	0.0000000000
