11.015242043667525	-13.381819285938061	30.42211345271419	-39.866760147800704
10.954974960825831	-13.348668920254779	27.119218613243707	-35.26380721752664
10.985692835806905	-13.334621083785287	28.631789972546954	-37.330625443554105
12.272224135370571	-14.846572748050066	29.002464485645305	-37.527297530662125
12.801014554282443	-15.43863900729964	31.89767442572603	-41.40076470574686
13.598108354347708	-16.33815457656192	32.20649470396794	-41.51797680998075
14.298355926446273	-17.08896112830228	34.728400700637415	-44.69304566530398
14.801459908201359	-17.570821736338377	37.10005768500282	-47.59208266660973
15.70254428538089	-18.511703721059042	40.86121906401167	-52.29981850604408
16.395852061712517	-19.186840384336918	40.909633167788506	-51.90117952527775
16.880496286836483	-19.626687175062894	40.69492992242977	-51.178823517006656
17.253279308376793	-19.926343474401126	41.92734495921153	-52.412122831104085
17.59666654402187	-20.18123980820516	43.88201094889466	-54.59262866089837
17.676768520879538	-20.109145844803763	45.411189118475114	-56.175125623924174
18.241522112446365	-20.62651192089957	47.454801502141464	-58.41718541650625
18.399071127036137	-20.647001573520715	46.49747605038466	-56.70410427232682
