1338	1250	1382	1438
1336	1250	1384	1452
1336	1250	1382	1450
1336	1250	1380	1446
1334	1250	1376	1434
1334	1250	1374	1428
1334	1250	1368	1418
1334	1250	1360	1408
1290	1230	1352	1390
1290	1224	1342	1382
1290	1220	1332	1380
1290	1220	1332	1370
1290	1200	1320	1360
1270	1180	1310	1350
1270	1180	1306	1340
1260	1170	1296	1326
