1.2148456868118518	1.3104533388111432
1.2185029147020983	1.3003253419811112
1.2138170330342986	1.3038173819851244
1.2097703386348526	1.2939347809299504
1.206048078598177	1.2979242358921446
1.201502014163473	1.2891181481127036
1.195169655603166	1.2869307184791745
1.1871005863821946	1.282803468142535
1.1788983609677501	1.2799377919712362
1.1702252686910914	1.2686786829011163
1.162684250602745	1.2576216156302678
1.1549307884169306	1.2500701602281883
1.1468785725817683	1.2440776409375902
1.1376030534682364	1.2370326942412053
1.1307451096323757	1.231006843719915
1.122176300692778	1.219509295749349
